melspectrogram,mfcc,class_id
../../datasets/images/test/9153895130652663237_melspectrogram_0sec.jpg,../../datasets/images/test/9153895130652663237_mfcc_0sec.jpg,7
../../datasets/images/test/3043935363511208549_melspectrogram_0sec.jpg,../../datasets/images/test/3043935363511208549_mfcc_0sec.jpg,1
../../datasets/images/test/5556317294009984107_melspectrogram_80sec.jpg,../../datasets/images/test/5556317294009984107_mfcc_80sec.jpg,3
../../datasets/images/test/420996319686165000_melspectrogram_10sec.jpg,../../datasets/images/test/420996319686165000_mfcc_10sec.jpg,7
../../datasets/images/test/8709396680505450073_melspectrogram_60sec.jpg,../../datasets/images/test/8709396680505450073_mfcc_60sec.jpg,7
../../datasets/images/test/341304957396658593_melspectrogram_50sec.jpg,../../datasets/images/test/341304957396658593_mfcc_50sec.jpg,7
../../datasets/images/test/1338226170994394421_melspectrogram_70sec.jpg,../../datasets/images/test/1338226170994394421_mfcc_70sec.jpg,7
../../datasets/images/test/7482778034322867961_melspectrogram_40sec.jpg,../../datasets/images/test/7482778034322867961_mfcc_40sec.jpg,3
../../datasets/images/test/8246904725466359129_melspectrogram_40sec.jpg,../../datasets/images/test/8246904725466359129_mfcc_40sec.jpg,7
../../datasets/images/test/1589733552294715312_melspectrogram_40sec.jpg,../../datasets/images/test/1589733552294715312_mfcc_40sec.jpg,3
../../datasets/images/test/6575762267057944542_melspectrogram_20sec.jpg,../../datasets/images/test/6575762267057944542_mfcc_20sec.jpg,4
../../datasets/images/test/6939801901255514070_melspectrogram_60sec.jpg,../../datasets/images/test/6939801901255514070_mfcc_60sec.jpg,7
../../datasets/images/test/4617501932866643855_melspectrogram_80sec.jpg,../../datasets/images/test/4617501932866643855_mfcc_80sec.jpg,1
../../datasets/images/test/5870272665829088211_melspectrogram_80sec.jpg,../../datasets/images/test/5870272665829088211_mfcc_80sec.jpg,7
../../datasets/images/test/5311753642635202486_melspectrogram_100sec.jpg,../../datasets/images/test/5311753642635202486_mfcc_100sec.jpg,2
../../datasets/images/test/624041474296323086_melspectrogram_100sec.jpg,../../datasets/images/test/624041474296323086_mfcc_100sec.jpg,5
../../datasets/images/test/3441730268967759442_melspectrogram_100sec.jpg,../../datasets/images/test/3441730268967759442_mfcc_100sec.jpg,7
../../datasets/images/test/4036718032882416882_melspectrogram_30sec.jpg,../../datasets/images/test/4036718032882416882_mfcc_30sec.jpg,2
../../datasets/images/test/2238911648218693798_melspectrogram_100sec.jpg,../../datasets/images/test/2238911648218693798_mfcc_100sec.jpg,7
../../datasets/images/test/4994388414728398754_melspectrogram_100sec.jpg,../../datasets/images/test/4994388414728398754_mfcc_100sec.jpg,7
../../datasets/images/test/8554850180770610526_melspectrogram_10sec.jpg,../../datasets/images/test/8554850180770610526_mfcc_10sec.jpg,7
../../datasets/images/test/8422817735872255823_melspectrogram_100sec.jpg,../../datasets/images/test/8422817735872255823_mfcc_100sec.jpg,3
../../datasets/images/test/4922156957098468227_melspectrogram_30sec.jpg,../../datasets/images/test/4922156957098468227_mfcc_30sec.jpg,6
../../datasets/images/test/7836105909198397456_melspectrogram_70sec.jpg,../../datasets/images/test/7836105909198397456_mfcc_70sec.jpg,1
../../datasets/images/test/1836069388610052831_melspectrogram_90sec.jpg,../../datasets/images/test/1836069388610052831_mfcc_90sec.jpg,7
../../datasets/images/test/3902725549875868029_melspectrogram_20sec.jpg,../../datasets/images/test/3902725549875868029_mfcc_20sec.jpg,4
../../datasets/images/test/7373440466740155010_melspectrogram_10sec.jpg,../../datasets/images/test/7373440466740155010_mfcc_10sec.jpg,7
../../datasets/images/test/733799522964700502_melspectrogram_60sec.jpg,../../datasets/images/test/733799522964700502_mfcc_60sec.jpg,7
../../datasets/images/test/7307889954025074076_melspectrogram_40sec.jpg,../../datasets/images/test/7307889954025074076_mfcc_40sec.jpg,7
../../datasets/images/test/6110949186472242443_melspectrogram_40sec.jpg,../../datasets/images/test/6110949186472242443_mfcc_40sec.jpg,2
../../datasets/images/test/2932028712146299498_melspectrogram_15sec.jpg,../../datasets/images/test/2932028712146299498_mfcc_15sec.jpg,9
../../datasets/images/test/2426573461738277252_melspectrogram_100sec.jpg,../../datasets/images/test/2426573461738277252_mfcc_100sec.jpg,7
../../datasets/images/test/6085737759299512235_melspectrogram_90sec.jpg,../../datasets/images/test/6085737759299512235_mfcc_90sec.jpg,7
../../datasets/images/test/1347584464851236383_melspectrogram_10sec.jpg,../../datasets/images/test/1347584464851236383_mfcc_10sec.jpg,1
../../datasets/images/test/5101836000325865366_melspectrogram_0sec.jpg,../../datasets/images/test/5101836000325865366_mfcc_0sec.jpg,7
../../datasets/images/test/7123981136102443562_melspectrogram_60sec.jpg,../../datasets/images/test/7123981136102443562_mfcc_60sec.jpg,7
../../datasets/images/test/505031370308687471_melspectrogram_60sec.jpg,../../datasets/images/test/505031370308687471_mfcc_60sec.jpg,1
../../datasets/images/test/6285878369872031046_melspectrogram_50sec.jpg,../../datasets/images/test/6285878369872031046_mfcc_50sec.jpg,3
../../datasets/images/test/7636745328783263075_melspectrogram_30sec.jpg,../../datasets/images/test/7636745328783263075_mfcc_30sec.jpg,7
../../datasets/images/test/964728134288279694_melspectrogram_100sec.jpg,../../datasets/images/test/964728134288279694_mfcc_100sec.jpg,7
../../datasets/images/test/2557763554821951371_melspectrogram_100sec.jpg,../../datasets/images/test/2557763554821951371_mfcc_100sec.jpg,7
../../datasets/images/test/5507752616941841573_melspectrogram_30sec.jpg,../../datasets/images/test/5507752616941841573_mfcc_30sec.jpg,7
../../datasets/images/test/7085436575317843353_melspectrogram_30sec.jpg,../../datasets/images/test/7085436575317843353_mfcc_30sec.jpg,2
../../datasets/images/test/8044925376257610978_melspectrogram_60sec.jpg,../../datasets/images/test/8044925376257610978_mfcc_60sec.jpg,7
../../datasets/images/test/6632299098172727325_melspectrogram_10sec.jpg,../../datasets/images/test/6632299098172727325_mfcc_10sec.jpg,5
../../datasets/images/test/8711288177615156798_melspectrogram_50sec.jpg,../../datasets/images/test/8711288177615156798_mfcc_50sec.jpg,5
../../datasets/images/test/7715652543134957142_melspectrogram_40sec.jpg,../../datasets/images/test/7715652543134957142_mfcc_40sec.jpg,7
../../datasets/images/test/7837971842419422669_melspectrogram_60sec.jpg,../../datasets/images/test/7837971842419422669_mfcc_60sec.jpg,7
../../datasets/images/test/8647491749686831075_melspectrogram_60sec.jpg,../../datasets/images/test/8647491749686831075_mfcc_60sec.jpg,7
../../datasets/images/test/2115665629117812565_melspectrogram_30sec.jpg,../../datasets/images/test/2115665629117812565_mfcc_30sec.jpg,7
../../datasets/images/test/4875305464721826378_melspectrogram_0sec.jpg,../../datasets/images/test/4875305464721826378_mfcc_0sec.jpg,5
../../datasets/images/test/364813124443310566_melspectrogram_100sec.jpg,../../datasets/images/test/364813124443310566_mfcc_100sec.jpg,9
../../datasets/images/test/284729749976245347_melspectrogram_80sec.jpg,../../datasets/images/test/284729749976245347_mfcc_80sec.jpg,7
../../datasets/images/test/8807672845491818457_melspectrogram_0sec.jpg,../../datasets/images/test/8807672845491818457_mfcc_0sec.jpg,7
../../datasets/images/test/1857225675926659023_melspectrogram_10sec.jpg,../../datasets/images/test/1857225675926659023_mfcc_10sec.jpg,7
../../datasets/images/test/1603960826542859209_melspectrogram_40sec.jpg,../../datasets/images/test/1603960826542859209_mfcc_40sec.jpg,7
../../datasets/images/test/4213028168917167519_melspectrogram_90sec.jpg,../../datasets/images/test/4213028168917167519_mfcc_90sec.jpg,7
../../datasets/images/test/396094939225302784_melspectrogram_0sec.jpg,../../datasets/images/test/396094939225302784_mfcc_0sec.jpg,4
../../datasets/images/test/2082499044509869908_melspectrogram_10sec.jpg,../../datasets/images/test/2082499044509869908_mfcc_10sec.jpg,7
../../datasets/images/test/5052928557282166354_melspectrogram_20sec.jpg,../../datasets/images/test/5052928557282166354_mfcc_20sec.jpg,7
../../datasets/images/test/1112229601666783404_melspectrogram_50sec.jpg,../../datasets/images/test/1112229601666783404_mfcc_50sec.jpg,3
../../datasets/images/test/5828346531462486282_melspectrogram_10sec.jpg,../../datasets/images/test/5828346531462486282_mfcc_10sec.jpg,4
../../datasets/images/test/353488561827450561_melspectrogram_80sec.jpg,../../datasets/images/test/353488561827450561_mfcc_80sec.jpg,7
../../datasets/images/test/3642621056525856442_melspectrogram_90sec.jpg,../../datasets/images/test/3642621056525856442_mfcc_90sec.jpg,7
../../datasets/images/test/511360411773907116_melspectrogram_50sec.jpg,../../datasets/images/test/511360411773907116_mfcc_50sec.jpg,5
../../datasets/images/test/317738043034497992_melspectrogram_60sec.jpg,../../datasets/images/test/317738043034497992_mfcc_60sec.jpg,7
../../datasets/images/test/8059623602874161848_melspectrogram_70sec.jpg,../../datasets/images/test/8059623602874161848_mfcc_70sec.jpg,5
../../datasets/images/test/7738925445076708076_melspectrogram_80sec.jpg,../../datasets/images/test/7738925445076708076_mfcc_80sec.jpg,7
../../datasets/images/test/6110949186472242443_melspectrogram_100sec.jpg,../../datasets/images/test/6110949186472242443_mfcc_100sec.jpg,2
../../datasets/images/test/7689298988986505636_melspectrogram_90sec.jpg,../../datasets/images/test/7689298988986505636_mfcc_90sec.jpg,7
../../datasets/images/test/1712413195185033366_melspectrogram_50sec.jpg,../../datasets/images/test/1712413195185033366_mfcc_50sec.jpg,7
../../datasets/images/test/6755245476830804788_melspectrogram_70sec.jpg,../../datasets/images/test/6755245476830804788_mfcc_70sec.jpg,2
../../datasets/images/test/1898065644772830105_melspectrogram_90sec.jpg,../../datasets/images/test/1898065644772830105_mfcc_90sec.jpg,7
../../datasets/images/test/2674405029520032564_melspectrogram_80sec.jpg,../../datasets/images/test/2674405029520032564_mfcc_80sec.jpg,4
../../datasets/images/test/4471697501307103704_melspectrogram_20sec.jpg,../../datasets/images/test/4471697501307103704_mfcc_20sec.jpg,4
../../datasets/images/test/3990556412329632552_melspectrogram_100sec.jpg,../../datasets/images/test/3990556412329632552_mfcc_100sec.jpg,7
../../datasets/images/test/6995882918681100354_melspectrogram_30sec.jpg,../../datasets/images/test/6995882918681100354_mfcc_30sec.jpg,7
../../datasets/images/test/3906724986242455665_melspectrogram_40sec.jpg,../../datasets/images/test/3906724986242455665_mfcc_40sec.jpg,7
../../datasets/images/test/7762772299295818006_melspectrogram_60sec.jpg,../../datasets/images/test/7762772299295818006_mfcc_60sec.jpg,5
../../datasets/images/test/172959655856664330_melspectrogram_60sec.jpg,../../datasets/images/test/172959655856664330_mfcc_60sec.jpg,5
../../datasets/images/test/1429855713769300539_melspectrogram_70sec.jpg,../../datasets/images/test/1429855713769300539_mfcc_70sec.jpg,3
../../datasets/images/test/2082499044509869908_melspectrogram_30sec.jpg,../../datasets/images/test/2082499044509869908_mfcc_30sec.jpg,7
../../datasets/images/test/1478179997193208231_melspectrogram_20sec.jpg,../../datasets/images/test/1478179997193208231_mfcc_20sec.jpg,7
../../datasets/images/test/3949370430778352870_melspectrogram_0sec.jpg,../../datasets/images/test/3949370430778352870_mfcc_0sec.jpg,7
../../datasets/images/test/5731177146376745139_melspectrogram_70sec.jpg,../../datasets/images/test/5731177146376745139_mfcc_70sec.jpg,5
../../datasets/images/test/5731177146376745139_melspectrogram_100sec.jpg,../../datasets/images/test/5731177146376745139_mfcc_100sec.jpg,5
../../datasets/images/test/3149878938540980850_melspectrogram_80sec.jpg,../../datasets/images/test/3149878938540980850_mfcc_80sec.jpg,5
../../datasets/images/test/1447386168968573369_melspectrogram_80sec.jpg,../../datasets/images/test/1447386168968573369_mfcc_80sec.jpg,8
../../datasets/images/test/1432934955498602140_melspectrogram_60sec.jpg,../../datasets/images/test/1432934955498602140_mfcc_60sec.jpg,4
../../datasets/images/test/1756694362089018369_melspectrogram_70sec.jpg,../../datasets/images/test/1756694362089018369_mfcc_70sec.jpg,7
../../datasets/images/test/1230674316129375511_melspectrogram_40sec.jpg,../../datasets/images/test/1230674316129375511_mfcc_40sec.jpg,7
../../datasets/images/test/5385300898231107700_melspectrogram_20sec.jpg,../../datasets/images/test/5385300898231107700_mfcc_20sec.jpg,4
../../datasets/images/test/2744741060642353258_melspectrogram_60sec.jpg,../../datasets/images/test/2744741060642353258_mfcc_60sec.jpg,2
../../datasets/images/test/1175967270613504863_melspectrogram_50sec.jpg,../../datasets/images/test/1175967270613504863_mfcc_50sec.jpg,3
../../datasets/images/test/4532603748002808257_melspectrogram_80sec.jpg,../../datasets/images/test/4532603748002808257_mfcc_80sec.jpg,2
../../datasets/images/test/7142973478254510857_melspectrogram_70sec.jpg,../../datasets/images/test/7142973478254510857_mfcc_70sec.jpg,3
../../datasets/images/test/8658366676338348431_melspectrogram_40sec.jpg,../../datasets/images/test/8658366676338348431_mfcc_40sec.jpg,7
../../datasets/images/test/3062510268527210620_melspectrogram_100sec.jpg,../../datasets/images/test/3062510268527210620_mfcc_100sec.jpg,7
../../datasets/images/test/4728303992984718148_melspectrogram_20sec.jpg,../../datasets/images/test/4728303992984718148_mfcc_20sec.jpg,5
../../datasets/images/test/6966148729459751719_melspectrogram_30sec.jpg,../../datasets/images/test/6966148729459751719_mfcc_30sec.jpg,7
../../datasets/images/test/3568584022254345078_melspectrogram_100sec.jpg,../../datasets/images/test/3568584022254345078_mfcc_100sec.jpg,1
../../datasets/images/test/4712207995941519936_melspectrogram_10sec.jpg,../../datasets/images/test/4712207995941519936_mfcc_10sec.jpg,5
../../datasets/images/test/3693291935629962556_melspectrogram_20sec.jpg,../../datasets/images/test/3693291935629962556_mfcc_20sec.jpg,7
../../datasets/images/test/5418351290520427576_melspectrogram_100sec.jpg,../../datasets/images/test/5418351290520427576_mfcc_100sec.jpg,3
../../datasets/images/test/8085389000600246292_melspectrogram_90sec.jpg,../../datasets/images/test/8085389000600246292_mfcc_90sec.jpg,3
../../datasets/images/test/32992449760024299_melspectrogram_10sec.jpg,../../datasets/images/test/32992449760024299_mfcc_10sec.jpg,6
../../datasets/images/test/4850414068479491959_melspectrogram_0sec.jpg,../../datasets/images/test/4850414068479491959_mfcc_0sec.jpg,7
../../datasets/images/test/307432919326574514_melspectrogram_10sec.jpg,../../datasets/images/test/307432919326574514_mfcc_10sec.jpg,7
../../datasets/images/test/6067133018405198271_melspectrogram_20sec.jpg,../../datasets/images/test/6067133018405198271_mfcc_20sec.jpg,7
../../datasets/images/test/3290366559512878907_melspectrogram_85sec.jpg,../../datasets/images/test/3290366559512878907_mfcc_85sec.jpg,9
../../datasets/images/test/8482911802052059186_melspectrogram_30sec.jpg,../../datasets/images/test/8482911802052059186_mfcc_30sec.jpg,4
../../datasets/images/test/4471697501307103704_melspectrogram_80sec.jpg,../../datasets/images/test/4471697501307103704_mfcc_80sec.jpg,4
../../datasets/images/test/5152405963932538658_melspectrogram_40sec.jpg,../../datasets/images/test/5152405963932538658_mfcc_40sec.jpg,7
../../datasets/images/test/1489312635630189568_melspectrogram_80sec.jpg,../../datasets/images/test/1489312635630189568_mfcc_80sec.jpg,7
../../datasets/images/test/6755245476830804788_melspectrogram_0sec.jpg,../../datasets/images/test/6755245476830804788_mfcc_0sec.jpg,2
../../datasets/images/test/1450503666647715065_melspectrogram_70sec.jpg,../../datasets/images/test/1450503666647715065_mfcc_70sec.jpg,7
../../datasets/images/test/4817593648056327437_melspectrogram_0sec.jpg,../../datasets/images/test/4817593648056327437_mfcc_0sec.jpg,4
../../datasets/images/test/2308922274560708617_melspectrogram_40sec.jpg,../../datasets/images/test/2308922274560708617_mfcc_40sec.jpg,7
../../datasets/images/test/2766773174875551704_melspectrogram_50sec.jpg,../../datasets/images/test/2766773174875551704_mfcc_50sec.jpg,7
../../datasets/images/test/2228387132126125142_melspectrogram_0sec.jpg,../../datasets/images/test/2228387132126125142_mfcc_0sec.jpg,4
../../datasets/images/test/5545982410594834207_melspectrogram_40sec.jpg,../../datasets/images/test/5545982410594834207_mfcc_40sec.jpg,1
../../datasets/images/test/6870076557223876418_melspectrogram_30sec.jpg,../../datasets/images/test/6870076557223876418_mfcc_30sec.jpg,7
../../datasets/images/test/6353115662472253731_melspectrogram_100sec.jpg,../../datasets/images/test/6353115662472253731_mfcc_100sec.jpg,7
../../datasets/images/test/5991124320547309034_melspectrogram_20sec.jpg,../../datasets/images/test/5991124320547309034_mfcc_20sec.jpg,7
../../datasets/images/test/8453027610951764737_melspectrogram_20sec.jpg,../../datasets/images/test/8453027610951764737_mfcc_20sec.jpg,7
../../datasets/images/test/392550845384634561_melspectrogram_20sec.jpg,../../datasets/images/test/392550845384634561_mfcc_20sec.jpg,7
../../datasets/images/test/4423676491671128384_melspectrogram_20sec.jpg,../../datasets/images/test/4423676491671128384_mfcc_20sec.jpg,1
../../datasets/images/test/6939801901255514070_melspectrogram_80sec.jpg,../../datasets/images/test/6939801901255514070_mfcc_80sec.jpg,7
../../datasets/images/test/2553209070149373991_melspectrogram_100sec.jpg,../../datasets/images/test/2553209070149373991_mfcc_100sec.jpg,5
../../datasets/images/test/3238005428526244059_melspectrogram_90sec.jpg,../../datasets/images/test/3238005428526244059_mfcc_90sec.jpg,7
../../datasets/images/test/6090885961751080474_melspectrogram_80sec.jpg,../../datasets/images/test/6090885961751080474_mfcc_80sec.jpg,7
../../datasets/images/test/5991124320547309034_melspectrogram_40sec.jpg,../../datasets/images/test/5991124320547309034_mfcc_40sec.jpg,7
../../datasets/images/test/1590524631083463718_melspectrogram_30sec.jpg,../../datasets/images/test/1590524631083463718_mfcc_30sec.jpg,4
../../datasets/images/test/1839247919261287640_melspectrogram_30sec.jpg,../../datasets/images/test/1839247919261287640_mfcc_30sec.jpg,4
../../datasets/images/test/6825198754855803136_melspectrogram_60sec.jpg,../../datasets/images/test/6825198754855803136_mfcc_60sec.jpg,3
../../datasets/images/test/2495719500712745070_melspectrogram_30sec.jpg,../../datasets/images/test/2495719500712745070_mfcc_30sec.jpg,7
../../datasets/images/test/515865209538375698_melspectrogram_100sec.jpg,../../datasets/images/test/515865209538375698_mfcc_100sec.jpg,3
../../datasets/images/test/4238735492100289671_melspectrogram_70sec.jpg,../../datasets/images/test/4238735492100289671_mfcc_70sec.jpg,7
../../datasets/images/test/240757619140878618_melspectrogram_40sec.jpg,../../datasets/images/test/240757619140878618_mfcc_40sec.jpg,7
../../datasets/images/test/7063954931177099784_melspectrogram_80sec.jpg,../../datasets/images/test/7063954931177099784_mfcc_80sec.jpg,7
../../datasets/images/test/8994298381966503423_melspectrogram_70sec.jpg,../../datasets/images/test/8994298381966503423_mfcc_70sec.jpg,2
../../datasets/images/test/6755245476830804788_melspectrogram_100sec.jpg,../../datasets/images/test/6755245476830804788_mfcc_100sec.jpg,2
../../datasets/images/test/3946035721867353576_melspectrogram_60sec.jpg,../../datasets/images/test/3946035721867353576_mfcc_60sec.jpg,4
../../datasets/images/test/4786153263680706839_melspectrogram_60sec.jpg,../../datasets/images/test/4786153263680706839_mfcc_60sec.jpg,1
../../datasets/images/test/2609170970165977991_melspectrogram_50sec.jpg,../../datasets/images/test/2609170970165977991_mfcc_50sec.jpg,1
../../datasets/images/test/2712869564189942269_melspectrogram_20sec.jpg,../../datasets/images/test/2712869564189942269_mfcc_20sec.jpg,7
../../datasets/images/test/6353722703868597703_melspectrogram_100sec.jpg,../../datasets/images/test/6353722703868597703_mfcc_100sec.jpg,7
../../datasets/images/test/4573464738262686748_melspectrogram_50sec.jpg,../../datasets/images/test/4573464738262686748_mfcc_50sec.jpg,4
../../datasets/images/test/93272425505838015_melspectrogram_30sec.jpg,../../datasets/images/test/93272425505838015_mfcc_30sec.jpg,7
../../datasets/images/test/8223186124432208842_melspectrogram_90sec.jpg,../../datasets/images/test/8223186124432208842_mfcc_90sec.jpg,1
../../datasets/images/test/6333396528987821582_melspectrogram_90sec.jpg,../../datasets/images/test/6333396528987821582_mfcc_90sec.jpg,7
../../datasets/images/test/5861554439168567008_melspectrogram_0sec.jpg,../../datasets/images/test/5861554439168567008_mfcc_0sec.jpg,8
../../datasets/images/test/6673628793383162400_melspectrogram_10sec.jpg,../../datasets/images/test/6673628793383162400_mfcc_10sec.jpg,5
../../datasets/images/test/2246348909392628438_melspectrogram_100sec.jpg,../../datasets/images/test/2246348909392628438_mfcc_100sec.jpg,7
../../datasets/images/test/7516038690382850804_melspectrogram_30sec.jpg,../../datasets/images/test/7516038690382850804_mfcc_30sec.jpg,7
../../datasets/images/test/7345391860180860122_melspectrogram_50sec.jpg,../../datasets/images/test/7345391860180860122_mfcc_50sec.jpg,7
../../datasets/images/test/6402033115301123216_melspectrogram_90sec.jpg,../../datasets/images/test/6402033115301123216_mfcc_90sec.jpg,3
../../datasets/images/test/5703810219476499863_melspectrogram_100sec.jpg,../../datasets/images/test/5703810219476499863_mfcc_100sec.jpg,8
../../datasets/images/test/4082980159326276473_melspectrogram_30sec.jpg,../../datasets/images/test/4082980159326276473_mfcc_30sec.jpg,3
../../datasets/images/test/2120648453572362260_melspectrogram_20sec.jpg,../../datasets/images/test/2120648453572362260_mfcc_20sec.jpg,5
../../datasets/images/test/8936595188233298160_melspectrogram_20sec.jpg,../../datasets/images/test/8936595188233298160_mfcc_20sec.jpg,7
../../datasets/images/test/3297107475316239950_melspectrogram_50sec.jpg,../../datasets/images/test/3297107475316239950_mfcc_50sec.jpg,7
../../datasets/images/test/4456376753226287340_melspectrogram_20sec.jpg,../../datasets/images/test/4456376753226287340_mfcc_20sec.jpg,3
../../datasets/images/test/6454335064733697006_melspectrogram_90sec.jpg,../../datasets/images/test/6454335064733697006_mfcc_90sec.jpg,7
../../datasets/images/test/6654318669110372010_melspectrogram_50sec.jpg,../../datasets/images/test/6654318669110372010_mfcc_50sec.jpg,7
../../datasets/images/test/1121332955241704218_melspectrogram_50sec.jpg,../../datasets/images/test/1121332955241704218_mfcc_50sec.jpg,6
../../datasets/images/test/4904075261664321084_melspectrogram_40sec.jpg,../../datasets/images/test/4904075261664321084_mfcc_40sec.jpg,7
../../datasets/images/test/6927847654839167364_melspectrogram_50sec.jpg,../../datasets/images/test/6927847654839167364_mfcc_50sec.jpg,7
../../datasets/images/test/7196898561658933927_melspectrogram_65sec.jpg,../../datasets/images/test/7196898561658933927_mfcc_65sec.jpg,9
../../datasets/images/test/5125837298199481749_melspectrogram_30sec.jpg,../../datasets/images/test/5125837298199481749_mfcc_30sec.jpg,3
../../datasets/images/test/6839646525438952179_melspectrogram_30sec.jpg,../../datasets/images/test/6839646525438952179_mfcc_30sec.jpg,7
../../datasets/images/test/5202848692263195485_melspectrogram_90sec.jpg,../../datasets/images/test/5202848692263195485_mfcc_90sec.jpg,7
../../datasets/images/test/6061898967973310131_melspectrogram_90sec.jpg,../../datasets/images/test/6061898967973310131_mfcc_90sec.jpg,7
../../datasets/images/test/388213518592119651_melspectrogram_40sec.jpg,../../datasets/images/test/388213518592119651_mfcc_40sec.jpg,3
../../datasets/images/test/5712834653550182466_melspectrogram_55sec.jpg,../../datasets/images/test/5712834653550182466_mfcc_55sec.jpg,9
../../datasets/images/test/5261350052568308900_melspectrogram_90sec.jpg,../../datasets/images/test/5261350052568308900_mfcc_90sec.jpg,7
../../datasets/images/test/8101842142882562347_melspectrogram_30sec.jpg,../../datasets/images/test/8101842142882562347_mfcc_30sec.jpg,7
../../datasets/images/test/2557763554821951371_melspectrogram_0sec.jpg,../../datasets/images/test/2557763554821951371_mfcc_0sec.jpg,7
../../datasets/images/test/3947759358677726315_melspectrogram_0sec.jpg,../../datasets/images/test/3947759358677726315_mfcc_0sec.jpg,5
../../datasets/images/test/6515250906689569207_melspectrogram_30sec.jpg,../../datasets/images/test/6515250906689569207_mfcc_30sec.jpg,3
